SentenceID,Transcript,Gender,Native,AudioPath,Split
speaker01_m_nn_utt13,bapak maculi sawah ing buri omahku,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker01_m_nn_utt13.wav,train
speaker01_m_nn_utt14,bapak lagi makarya nang omahe pakdhe,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker01_m_nn_utt14.wav,train
speaker01_m_nn_utt15,adhiku kesiram wedang panas banjur nangis,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker01_m_nn_utt15.wav,train
speaker01_m_nn_utt16,adhiku ngresiki kamar supaya rapi,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker01_m_nn_utt16.wav,train
speaker01_m_nn_utt17,adhiku maos koran wingi sonten,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker01_m_nn_utt17.wav,train
speaker01_m_nn_utt18,kancaku maca buku nang perpustakaan,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker01_m_nn_utt18.wav,train
speaker01_m_nn_utt19,kancaku nang sekolahan nulis aksara jawa sregep banget,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker01_m_nn_utt19.wav,train
speaker01_m_nn_utt20,kancaku sinau basa jawa nang sekolahan sregep banget,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker01_m_nn_utt20.wav,train
speaker01_m_nn_utt21,rambutku tak potong cendhak ben kaya tentara,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker01_m_nn_utt21.wav,train
speaker01_m_nn_utt22,wingi bengi sumuk banget,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker01_m_nn_utt22.wav,train
speaker01_m_nn_utt23,lare sakit menika boten saged tilem,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker01_m_nn_utt23.wav,train
speaker01_m_nn_utt26,lintang kae pating kerlip,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker01_m_nn_utt26.wav,train
speaker01_m_nn_utt27,aja gelem yen dialem wong,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker01_m_nn_utt27.wav,train
speaker01_m_nn_utt28,aja seneng niru tindak kang ora prayoga,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker01_m_nn_utt28.wav,train
speaker01_m_nn_utt29,kula badhe tindak dhateng sekolah rumiyin,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker01_m_nn_utt29.wav,train
speaker02_m_nn_utt02,kabar kula sae sae kemawon,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker02_m_nn_utt02.wav,train
speaker02_m_nn_utt06,saged dibaleni malih,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker02_m_nn_utt06.wav,train
speaker02_m_nn_utt08,wonten pundi kamar mandinipun,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker02_m_nn_utt08.wav,train
speaker02_m_nn_utt09,pinten regine niki,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker02_m_nn_utt09.wav,train
speaker02_m_nn_utt10,kula badhe pesen setunggal porsi,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker02_m_nn_utt10.wav,train
speaker02_m_nn_utt11,ngantos sekedhap,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker02_m_nn_utt11.wav,train
speaker02_m_nn_utt12,kula manggen wonten ing bandung,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker02_m_nn_utt12.wav,train
speaker02_m_nn_utt13,kula nembe nyambut damel,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker02_m_nn_utt13.wav,train
speaker02_m_nn_utt14,kula badhe dhahar sekul,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker02_m_nn_utt14.wav,train
speaker02_m_nn_utt15,kula ngunjuk teh anget,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker02_m_nn_utt15.wav,train
speaker02_m_nn_utt16,dinten niki cuacanipun cerah,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker02_m_nn_utt16.wav,train
speaker02_m_nn_utt17,kula wungu tilem jam gangsal enjang,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker02_m_nn_utt17.wav,train
speaker02_m_nn_utt18,kula badhe tindak dhateng peken,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker02_m_nn_utt18.wav,train
speaker02_m_nn_utt19,kula nembe maos buku,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker02_m_nn_utt19.wav,train
speaker02_m_nn_utt21,ngantos kepanggih malih,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker02_m_nn_utt21.wav,train
speaker02_m_nn_utt23,ampun kesupen nggarap tugas griya ingkang dipun paringaken bapak guru,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker02_m_nn_utt23.wav,train
speaker02_m_nn_utt24,mbenjang enjang kita kedah wungu langkung gasik supados boten telat,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker02_m_nn_utt24.wav,train
speaker02_m_nn_utt25,punapa panjenengan sampun dhahar siyang wonten ing kantin sisih mrika,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker02_m_nn_utt25.wav,train
speaker02_m_nn_utt27,monggo pinarak wonten ing kursi ingkang sampun disediakaken ting ruang tamu,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker02_m_nn_utt27.wav,train
speaker02_m_nn_utt29,kula saweg sinau basa jawi alus kangge tugas kuliah kula,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker02_m_nn_utt29.wav,train
speaker03_m_nn_utt01,sugeng enjing kulo badhe dhahar,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker03_m_nn_utt01.wav,train
speaker03_m_nn_utt02,kepripun kabaripun panjenengan,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker03_m_nn_utt02.wav,train
speaker03_m_nn_utt03,dinten meniko dinten selasa,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker03_m_nn_utt03.wav,train
speaker03_m_nn_utt04,kulo badhe nyuwun pirsa,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker03_m_nn_utt04.wav,train
speaker03_m_nn_utt05,menawi panjenengan saged kulo suwun tulung,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker03_m_nn_utt05.wav,train
speaker03_m_nn_utt07,bapak sampun kundur saking kantor,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker03_m_nn_utt07.wav,train
speaker03_m_nn_utt12,mangga pinarak rumiyin ing ngriki,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker03_m_nn_utt12.wav,train
speaker03_m_nn_utt13,buku meniko inggil sanget reginipun,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker03_m_nn_utt13.wav,train
speaker03_m_nn_utt15,dalemipun adoh saking sekolahan,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker03_m_nn_utt15.wav,train
speaker03_m_nn_utt16,kulo mangkat sekolah numpak pit,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker03_m_nn_utt16.wav,train
speaker03_m_nn_utt18,kula gadhah rékaman audio kalih,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker03_m_nn_utt18.wav,train
speaker03_m_nn_utt21,menawi panjenengan kerso dhahar nopo,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker03_m_nn_utt21.wav,train
speaker03_m_nn_utt23,sinten ingkang mundhut tèh meniko,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker03_m_nn_utt23.wav,train
speaker03_m_nn_utt26,sampun cekap semanten atur kulo,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker03_m_nn_utt26.wav,train
speaker03_m_nn_utt27,kulo kedah sinau tigang wulan,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker03_m_nn_utt27.wav,train
speaker03_m_nn_utt29,panjenengan kagungan dhuwit gangsal éwu,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker03_m_nn_utt29.wav,train
speaker03_m_nn_utt30,maturnuwun sanget nggih sedoyo,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker03_m_nn_utt30.wav,train
speaker04_f_n_utt05,saben kali aku lunga omahmu kowe orak ana,female,True,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker04_f_n_utt05.wav,train
speaker04_f_n_utt12,aku duwe kucing siji wernane abu abu ing omah,female,True,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker04_f_n_utt12.wav,train
speaker04_f_n_utt13,ngrungoke lagu karo nggambar kuwi enak banget,female,True,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker04_f_n_utt13.wav,train
speaker04_f_n_utt14,keretane kok suwi banget ya,female,True,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker04_f_n_utt14.wav,train
speaker04_f_n_utt15,aku seneng dolanan karo kanca kancaku,female,True,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker04_f_n_utt15.wav,train
speaker04_f_n_utt21,wengi iki kok hawane adem tenan ya,female,True,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker04_f_n_utt21.wav,train
speaker04_f_n_utt22,aku lali wingi udan apa orak,female,True,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker04_f_n_utt22.wav,train
speaker04_f_n_utt28,yen tangi esuk aku mesti ae ngantuk ing kelas,female,True,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker04_f_n_utt28.wav,train
speaker04_f_n_utt29,kucingku seneng banget mangan lan ora gelem obah,female,True,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker04_f_n_utt29.wav,train
speaker05_f_nn_utt01,aku arep lunga menyang pasar esuk iki,female,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker05_f_nn_utt01.wav,train
speaker05_f_nn_utt02,adhiku lagi sinau matematika ning kamar,female,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker05_f_nn_utt02.wav,train
speaker05_f_nn_utt03,ibu masak sega goreng kanggo sarapan,female,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker05_f_nn_utt03.wav,train
speaker05_f_nn_utt04,bapak wis mulih saka kantor jam lima sore,female,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker05_f_nn_utt04.wav,train
speaker05_f_nn_utt05,kowe wis mangan apa durung,female,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker05_f_nn_utt05.wav,train
speaker05_f_nn_utt06,awakku krasa lara sirah jalaran kurang turu,female,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker05_f_nn_utt06.wav,train
speaker05_f_nn_utt07,bocah bocah padha dolanan bal ning alun alun,female,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker05_f_nn_utt07.wav,train
speaker05_f_nn_utt08,sepedaku rusak dadi kudu didandani dhisik,female,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker05_f_nn_utt08.wav,train
speaker05_f_nn_utt09,mbak sari tuku klambi anyar ning mall,female,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker05_f_nn_utt09.wav,train
speaker05_f_nn_utt11,kowe arep menyang endi sesuk,female,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker05_f_nn_utt11.wav,train
speaker05_f_nn_utt12,sapa sing ngajari kowe masak,female,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker05_f_nn_utt12.wav,train
speaker05_f_nn_utt13,pira regane buku iku,female,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker05_f_nn_utt13.wav,train
speaker05_f_nn_utt15,neng ngendi kowe ketemu karo dheweke,female,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker05_f_nn_utt15.wav,train
speaker05_f_nn_utt16,ayo padha mangan bareng,female,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker05_f_nn_utt16.wav,train
speaker05_f_nn_utt17,tulung jupukke tas neng meja,female,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker05_f_nn_utt17.wav,train
speaker05_f_nn_utt18,ojo lali ngunci lawang yen metu,female,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker05_f_nn_utt18.wav,train
speaker05_f_nn_utt19,entenana sedhela aku arep ganti klambi,female,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker05_f_nn_utt19.wav,train
speaker05_f_nn_utt21,omahku cedhak karo sekolahan,female,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker05_f_nn_utt21.wav,train
speaker05_f_nn_utt22,aku arep menyang pasar tuku sayur wae,female,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker05_f_nn_utt22.wav,train
speaker05_f_nn_utt23,hawane adem banget ning gunung,female,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker05_f_nn_utt23.wav,train
speaker05_f_nn_utt24,simbah lagi lenggahan ning teras ngarep,female,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker05_f_nn_utt24.wav,train
speaker05_f_nn_utt27,yen udan aku ora lunga sekolah,female,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker05_f_nn_utt27.wav,train
speaker05_f_nn_utt28,dheweke seneng banget maca buku nalika luang,female,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker05_f_nn_utt28.wav,train
speaker05_f_nn_utt29,mas budi sing ngomong mengkono mau salah,female,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker05_f_nn_utt29.wav,train
speaker05_f_nn_utt30,sawise mangan aku langsung turu amarga kesel,female,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker05_f_nn_utt30.wav,train
speaker06_m_nn_utt01,sugeng rawuh wonten griya kula,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker06_m_nn_utt01.wav,train
speaker06_m_nn_utt03,kula nyuwun pamit badhe wangsul,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker06_m_nn_utt03.wav,train
speaker06_m_nn_utt06,griya njenengan kathah nggih,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker06_m_nn_utt06.wav,train
speaker06_m_nn_utt07,njo ngopi neng warung anyar kae,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker06_m_nn_utt07.wav,train
speaker06_m_nn_utt08,sore iki udane gedi tenan,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker06_m_nn_utt08.wav,train
speaker06_m_nn_utt09,omahku isih adoh,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker06_m_nn_utt09.wav,train
speaker06_m_nn_utt10,adhi kulo gek sinau,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker06_m_nn_utt10.wav,train
speaker06_m_nn_utt11,klambine apik tenan,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker06_m_nn_utt11.wav,train
speaker06_m_nn_utt14,iki panganan sing apik,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker06_m_nn_utt14.wav,train
speaker06_m_nn_utt15,kanca kancaku munggah gunung,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker06_m_nn_utt15.wav,train
speaker06_m_nn_utt17,sak niki wangsul riyen nggih,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker06_m_nn_utt17.wav,train
speaker06_m_nn_utt18,mangkeh teng meriki maleh,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker06_m_nn_utt18.wav,train
speaker06_m_nn_utt19,kula ajeng dahar riyen,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker06_m_nn_utt19.wav,train
speaker06_m_nn_utt20,ajeng teng pundi mbak,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker06_m_nn_utt20.wav,train
speaker06_m_nn_utt21,sugeng riyadi nggih,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker06_m_nn_utt21.wav,train
speaker06_m_nn_utt23,larang tenan ki rega ne,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker06_m_nn_utt23.wav,train
speaker06_m_nn_utt24,sega ne sampun telas,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker06_m_nn_utt24.wav,train
speaker06_m_nn_utt25,dinten niki udan maleh,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker06_m_nn_utt25.wav,train
speaker06_m_nn_utt27,kulo dijak teng pundi pundi,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker06_m_nn_utt27.wav,train
speaker06_m_nn_utt28,sanes guyonan niki,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker06_m_nn_utt28.wav,train
speaker06_m_nn_utt29,kula tumbas setunggal nggih griya ne,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker06_m_nn_utt29.wav,train
speaker06_m_nn_utt30,pripun griyo kulo gedi to,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker06_m_nn_utt30.wav,train
speaker07_m_n_utt03,masia kulina ngomong jawa jebul nggawe ukara ya angel,male,True,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker07_m_n_utt03.wav,train
speaker07_m_n_utt06,endhasku uwis ngelu mikir enem ukara,male,True,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker07_m_n_utt06.wav,train
speaker07_m_n_utt09,bapak sare kula siram,male,True,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker07_m_n_utt09.wav,train
speaker07_m_n_utt11,joko widodo presidenku saklawase,male,True,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker07_m_n_utt11.wav,train
speaker07_m_n_utt12,ndelalah uwis entuk rolas ukara,male,True,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker07_m_n_utt12.wav,train
speaker07_m_n_utt14,dina iki aku lara weteng amerga mangan pedes,male,True,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker07_m_n_utt14.wav,train
speaker07_m_n_utt15,lha aku ora ngerti kok takon aku,male,True,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker07_m_n_utt15.wav,train
speaker07_m_n_utt18,aku arep dolan menyang omahe adhimu,male,True,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker07_m_n_utt18.wav,train
speaker07_m_n_utt19,metu dalan gedhe banjur nganan omahe ana ing kiwa,male,True,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker07_m_n_utt19.wav,train
speaker07_m_n_utt20,pit onthele mbah kakungku uwis ora bisa ditumpaki,male,True,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker07_m_n_utt20.wav,train
speaker07_m_n_utt21,bu sri sampun dhahar sareng pak supri,male,True,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker07_m_n_utt21.wav,train
speaker07_m_n_utt22,sinau basa inggris supaya bisa sekolah adoh,male,True,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker07_m_n_utt22.wav,train
speaker07_m_n_utt23,oleh oleh khas jogja iku bakpia pathok,male,True,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker07_m_n_utt23.wav,train
speaker07_m_n_utt24,yen ngitung sakwise rongpuluh sing bener iku selikur,male,True,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker07_m_n_utt24.wav,train
speaker07_m_n_utt25,aku tuku pit motor anyar regane slawe yuta,male,True,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker07_m_n_utt25.wav,train
speaker07_m_n_utt29,ora kabeh abdi dalem ing kraton nganggo blangkon,male,True,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker07_m_n_utt29.wav,train
speaker08_m_nn_utt01,kula nyuwun idin supados saged mlebet rumiyin,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker08_m_nn_utt01.wav,train
speaker08_m_nn_utt02,panjenengan kados pundi kabare dina menika,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker08_m_nn_utt02.wav,train
speaker08_m_nn_utt03,kula badhe miwiti makarya sak menika,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker08_m_nn_utt03.wav,train
speaker08_m_nn_utt04,mugi dinten panjenengan kasil kalampahan kanthi lancar,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker08_m_nn_utt04.wav,train
speaker08_m_nn_utt05,kula nyuwun tulung supados dipun terangaken malih,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker08_m_nn_utt05.wav,train
speaker08_m_nn_utt07,kula nuwun sewu menawi wonten lepat,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker08_m_nn_utt07.wav,train
speaker08_m_nn_utt08,mugi panjenengan tansah pinaringan sehat lan wilujeng,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker08_m_nn_utt08.wav,train
speaker08_m_nn_utt09,kula badhe tindak dhisik nyuwun pangapunten,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker08_m_nn_utt09.wav,train
speaker08_m_nn_utt10,panjenengan saged ngentosi kula sedhela,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker08_m_nn_utt10.wav,train
speaker08_m_nn_utt11,kula badhe nglajengaken sinau sasampunipun nedha,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker08_m_nn_utt11.wav,train
speaker08_m_nn_utt14,kula nyuwun supados kersa ndherek rembugan,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker08_m_nn_utt14.wav,train
speaker08_m_nn_utt15,panjenengan sampun siyap kangge miwiti pakaryan,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker08_m_nn_utt15.wav,train
speaker08_m_nn_utt16,kula nyuwun wektu sedhela kangge mriksa berkas,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker08_m_nn_utt16.wav,train
speaker08_m_nn_utt17,panjenengan saged maringi conto supados kula langkung mangertos,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker08_m_nn_utt17.wav,train
speaker08_m_nn_utt20,kula badhe nindakaken punapa ingkang sampun dipun dhawuhake,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker08_m_nn_utt20.wav,train
speaker08_m_nn_utt21,panjenengan saged paring tulada ing cara nindakaken,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker08_m_nn_utt21.wav,train
speaker08_m_nn_utt22,kula nyuwun supados dipun pangandikani kanthi cetha,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker08_m_nn_utt22.wav,train
speaker08_m_nn_utt23,panjenengan saged ngandharaken jadwal dinten menika,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker08_m_nn_utt23.wav,train
speaker08_m_nn_utt25,panjenengan saged maringi katrangan langkung rinci,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker08_m_nn_utt25.wav,train
speaker08_m_nn_utt26,kula badhe nyuwun pirsa menapa ingkang dipun perluaken,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker08_m_nn_utt26.wav,train
speaker08_m_nn_utt27,panjenengan saged mriksa asil karya kula,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker08_m_nn_utt27.wav,train
speaker08_m_nn_utt28,kula kersa ndherek rawuh ing pepanggihan enjang,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker08_m_nn_utt28.wav,train
speaker08_m_nn_utt29,panjenengan saged maringi pitulung menawi mboten merepotaken,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker08_m_nn_utt29.wav,train
speaker08_m_nn_utt30,kula nyuwun supados dipun aturi mlebet papan punika,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker08_m_nn_utt30.wav,train
speaker09_m_nn_utt01,sugeng enjing ibu bapak,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker09_m_nn_utt01.wav,train
speaker09_m_nn_utt03,sugeng sonten pak guru,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker09_m_nn_utt03.wav,train
speaker09_m_nn_utt04,sugeng dalu simbah kakung,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker09_m_nn_utt04.wav,train
speaker09_m_nn_utt07,matur nuwun sanget kagem pambiyantunipun,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker09_m_nn_utt07.wav,train
speaker09_m_nn_utt08,nyuwun pangapunten menawi wonten kalepatan,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker09_m_nn_utt08.wav,train
speaker09_m_nn_utt10,panjenengan badhe tindak pundi,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker09_m_nn_utt10.wav,train
speaker09_m_nn_utt11,kula badhe nyuwun pirsa,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker09_m_nn_utt11.wav,train
speaker09_m_nn_utt12,menapa kula saged mbiyantu panjenengan,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker09_m_nn_utt12.wav,train
speaker09_m_nn_utt13,panjenengan kersa ngunjuk menapa,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker09_m_nn_utt13.wav,train
speaker09_m_nn_utt14,kula badhe dhahar sekul pecel setunggal,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker09_m_nn_utt14.wav,train
